date_observation,code_municipalite,nom,coordonnee_x,coordonnee_y,urgence,certitude,type,severite,etat,imprecision
1983/12/13 00:00:00,13015,Packington,-68.8713817789999,47.472369509,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
2004/08/12 00:00:00,13015,Packington,-68.867816583,47.472369509,Passée,Observé,Pluie,Mineure,Actuel,aucune
2004/08/12 00:00:00,13025,Rivière-Bleue,-69.020068232,47.4502908970001,Passée,Observé,Pluie,Mineure,Actuel,aucune
2008/04/29 00:00:00,13020,Saint-Marc-du-Lac-Long,-68.9012622989999,47.3845417480001,Passée,Observé,Inondation,Mineure,Actuel,aucune
2004/08/12 00:00:00,13030,Saint-Eusèbe,-68.984535778,47.536152117,Passée,Observé,Pluie,Mineure,Actuel,aucune
2008/04/29 00:00:00,13030,Saint-Eusèbe,-68.981564781,47.5363533130001,Passée,Observé,Inondation,Mineure,Actuel,aucune
2008/08/02 00:00:00,13030,Saint-Eusèbe,-68.977999586,47.536152117,Passée,Observé,Pluie,Mineure,Actuel,aucune
2008/04/29 00:00:00,13010,Saint-Jean-de-la-Lande,-68.697288419,47.4253325730001,Passée,Observé,Inondation,Mineure,Actuel,aucune
2004/08/12 00:00:00,13040,Saint-Juste-du-Lac,-68.755632959,47.6725550690001,Passée,Observé,Pluie,Mineure,Actuel,aucune
1988/11/25 00:00:00,14030,Saint-Joseph-de-Kamouraska,-69.625867431,47.5872949230001,Passée,Observé,Tremblement de terre,Mineure,Actuel,aucune
2008/08/02 00:00:00,13020,Saint-Marc-du-Lac-Long,-68.898291303,47.3843399680001,Passée,Observé,Pluie,Mineure,Actuel,aucune
1983/12/08 00:00:00,11040,Trois-Pistoles,-69.158693468,48.121893679,Passée,Observé,Tremblement de terre,Mineure,Actuel,aucune
2008/07/21 00:00:00,02005,Percé,-64.2937395499999,48.5506523270001,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
2004/08/12 00:00:00,06005,Maria,-65.9724067019999,48.1821681720001,Passée,Observé,Géomorphologique (ex. érosion),Mineure,Actuel,aucune
1999/05/03 00:00:00,03005,Gaspé,-64.530914668,48.9732088160001,Passée,Observé,Géomorphologique (ex. érosion),Mineure,Actuel,aucune
1983/12/13 00:00:00,13095,Pohénégamook,-69.250394474,47.5223768970001,Passée,Observé,Pluie verglaçante,Mineure,Actuel,localisation
1983/12/13 00:00:00,13030,Saint-Eusèbe,-68.9744343899999,47.536152117,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
1983/12/13 00:00:00,13075,Saint-Pierre-de-Lamy,-68.9896213229999,47.7853082560001,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
2010/02/26 00:00:00,12072,Rivière-du-Loup,-69.551960656,47.820543222,Passée,Observé,Tempête hivernale,Mineure,Actuel,aucune
2002/07/01 00:00:00,12005,Saint-Cyprien,-69.039637397,47.875416521,Passée,Observé,Pluie,Mineure,Actuel,aucune
2014/04/01 00:00:00,07100,Saint-Noël,-67.843710463,48.5964728450001,Passée,Observé,Inondation,Mineure,Actuel,aucune
1985/05/23 00:00:00,13025,Rivière-Bleue,-69.013793487,47.4503553850001,Passée,Observé,Vent de tempête,Mineure,Actuel,aucune
2008/04/29 00:00:00,13075,Saint-Pierre-de-Lamy,-69.0201631675,47.7735732105001,Passée,Observé,Inondation,Mineure,Actuel,aucune
2004/09/10 00:00:00,12010,Saint-Hubert-de-Rivière-du-Loup,-69.161331399,47.7905918450001,Passée,Observé,Pluie,Mineure,Actuel,aucune
1983/12/13 00:00:00,13055,Biencourt,-68.5626852899999,47.9316843440001,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
1983/12/13 00:00:00,13050,Lejeune,-68.561863354,47.785395819,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
1984/11/11 00:00:00,13050,Lejeune,-68.558001058,47.784995354,Passée,Observé,Pluie verglaçante,Mineure,Actuel,aucune
1983/04/16 00:00:00,13073,Témiscouata-sur-le-Lac,-68.845074645,47.6424924900001,Passée,Observé,Pluie,Mineure,Actuel,aucune
2015/01/02 16:02:00,10043,Rimouski,-68.5073823067129,48.4740086651811,Passée,Observé,Matières dangereuses,Mineure,Actuel,aucune
2003/12/17 11:21:00,62037,Rawdon,-73.8101106640912,46.04965905739,Prévue,Observé,Inondation,Importante,Exercice,aucune
2011/05/20 00:00:00,37215,Sainte-Geneviève-de-Batiscan,-72.3669394728023,46.5416573077891,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
2001/06/19 19:00:00,93035,Saint-Gédéon,-71.7765919588773,48.5066242897519,Inconnue,Observé,Tornade,Importante,Actuel,aucune
2010/08/29 15:30:00,93020,Hébertville,-71.6802384333746,48.2642312640941,Inconnue,Observé,Autre,Modérée,Actuel,aucune
2013/06/19 15:15:00,93035,Saint-Gédéon,-71.7932197153682,48.4790249758758,Passée,Observé,Autre,Modérée,Actuel,localisation
2011/08/06 12:00:00,92902,Passes-Dangereuses,-72.0680447510479,48.9641892441297,Prévue,Observé,Tornade,Inconnue,Actuel,aucune
2011/08/11 14:00:00,93042,Alma,-71.6700891436299,48.6269337315541,Inconnue,Observé,Orage violent,Mineure,Actuel,aucune
2000/08/09 00:15:00,93005,Desbiens,-71.9651750505588,48.3981262453738,Inconnue,Observé,Orage violent,Mineure,Actuel,aucune
2000/08/08 11:14:00,93020,Hébertville,-71.7025475377615,48.413338245647,Passée,Observé,Orage violent,Mineure,Actuel,aucune
2010/08/04 11:22:00,93060,Lamarche,-71.4060724618506,48.829564514855,Inconnue,Observé,Orage violent,Inconnue,Actuel,aucune
2013/04/16 21:00:00,93060,Lamarche,-71.4242698504055,48.8359393877665,Inconnue,Observé,Orage violent,Inconnue,Actuel,aucune
2000/08/09 23:00:00,93012,Métabetchouan--Lac-à-la-Croix,-71.8873517128758,48.3803648843336,Passée,Observé,Orage violent,Mineure,Actuel,aucune
2000/08/09 23:00:00,93030,Saint-Bruno,-71.6374729073946,48.4566460957043,Passée,Observé,Orage violent,Mineure,Actuel,aucune
2001/12/05 22:00:00,93042,Alma,-71.6511417980934,48.6230365813386,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,localisation
2010/05/13 16:12:00,93042,Alma,-71.6391953554029,48.5440786360102,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2009/07/23 06:00:00,93005,Desbiens,-71.9650942021239,48.3980948278489,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2013/02/15 00:00:00,93005,Desbiens,-71.948078268137,48.4194748471139,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,localisation
2009/08/06 09:00:00,93012,Métabetchouan--Lac-à-la-Croix,-71.8871274923586,48.3877233896368,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
1988/11/25 18:43:00,94928,Lac-Ministuk,-71.1802132631691,48.1201968435775,Inconnue,Observé,Tremblement de terre,Inconnue,Actuel,aucune
1995/04/29 09:46:00,93042,Alma,-71.6279605652023,48.5416540993859,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2014/05/02 10:00:00,32065,Lyster,-71.5847723386308,46.3724973675091,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
2007/04/20 10:32:00,35010,Lac-aux-Sables,-72.4565100519241,46.8575686036827,Passée,Observé,Mouvement de terrain,Mineure,Actuel,localisation
2006/07/05 05:00:00,93042,Alma,-71.6875638398456,48.5277236338475,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2006/09/19 14:00:00,93042,Alma,-71.6249705522349,48.5785998067514,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2006/07/06 11:30:00,35005,Notre-Dame-de-Montauban,-72.2878209319939,46.9340800919325,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
2007/08/07 11:52:00,93042,Alma,-71.6343817538684,48.5402183123146,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
1992/06/01 13:56:00,93005,Desbiens,-71.9501797761005,48.420810089447,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,localisation
2013/05/09 14:09:00,93005,Desbiens,-71.9611942024329,48.407404298718,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2011/05/02 14:20:00,93020,Hébertville,-71.6055837223804,48.3563374708841,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
1983/05/11 14:47:00,93012,Métabetchouan--Lac-à-la-Croix,-71.870018851372,48.4316087519436,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2004/05/11 15:02:00,93012,Métabetchouan--Lac-à-la-Croix,-71.8208341195107,48.4594524510568,Inconnue,Observé,Mouvement de terrain,Mineure,Actuel,aucune
2008/11/10 15:41:00,93030,Saint-Bruno,-71.6477779939013,48.4840922280193,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2015/02/01 14:00:00,97804,Maliotenam,-66.1982999402974,50.2138206352908,Passée,Observé,Distribution d'électricité,Mineure,Actuel,aucune
2015/01/07 20:00:00,26070,Saint-Lambert-de-Lauzon,-71.1965217366086,46.5925105042859,Prévue,Observé,Panne de télécommunication,Mineure,Actuel,aucune
2015/01/11 08:19:00,01023,Les Îles-de-la-Madeleine,-61.5695115895369,47.5595091540152,Prévue,Observé,Accident maritime,Mineure,Actuel,aucune
2015/01/14 10:00:00,58227,Longueuil,-73.5046295638196,45.5440668879671,Prévue,Observé,Alimentation publique en eau potable,Importante,Actuel,aucune
2015/01/21 09:00:00,08053,Matane,-67.5238059635231,48.8445191833195,Passée,Observé,Matières dangereuses,Modérée,Actuel,aucune
2015/01/31 08:34:00,79037,Rivière-Rouge,-74.8816187492836,46.4210724834132,Prévue,Observé,Feu urbain,Mineure,Actuel,aucune
2010/08/09 10:42:00,93030,Saint-Bruno,-71.6754976968482,48.5115429140943,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,date
2008/06/20 10:55:00,93035,Saint-Gédéon,-71.7179581152864,48.4730584450316,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
1995/07/04 12:00:00,93042,Alma,-71.6718380477248,48.6276651539652,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
1998/10/05 11:41:00,93042,Alma,-71.626491647106,48.5851952555802,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2006/04/13 11:54:00,93055,Labrecque,-71.5197333104894,48.6855026258625,Prévue,Observé,Mouvement de terrain,Mineure,Actuel,aucune
1996/03/25 11:15:00,93030,Saint-Bruno,-71.6399523200602,48.4678431379366,Inconnue,Observé,Incendie industriel,Inconnue,Actuel,aucune
1994/06/02 15:15:00,93030,Saint-Bruno,-71.634845974949,48.465332365844,Inconnue,Observé,Incendie industriel,Inconnue,Actuel,aucune
2010/03/26 12:15:00,93042,Alma,-71.6490503730371,48.5493853287045,Inconnue,Observé,Incendie industriel,Inconnue,Actuel,aucune
2009/05/21 16:30:00,93020,Hébertville,-71.6863776333407,48.3408117666894,Inconnue,Observé,Feu de forêt,Modérée,Actuel,aucune
2013/07/11 18:30:00,93042,Alma,-71.7000238032834,48.6325331748751,Inconnue,Observé,Autre,Inconnue,Actuel,aucune
2014/02/27 09:58:00,93060,Lamarche,-71.4266310761497,48.790573891312,Inconnue,Observé,Panne de télécommunication,Inconnue,Actuel,aucune
2015/02/02 10:42:00,39155,Daveluyville,-72.1414236540898,46.2036623271475,Passée,Observé,Feu urbain,Mineure,Actuel,aucune
2015/01/31 13:00:00,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,-61.2734429238752,50.1893462808549,Passée,Observé,Distribution d'électricité,Mineure,Actuel,aucune
2014/06/19 13:30:00,93060,Lamarche,-71.4265571445836,48.7905523467199,Inconnue,Observé,Panne de télécommunication,Mineure,Actuel,aucune
2012/09/24 11:20:00,93042,Alma,-71.6545556396444,48.5453360231703,Inconnue,Observé,Matières dangereuses,Inconnue,Actuel,aucune
2000/02/04 06:15:00,93005,Desbiens,-71.9471581123415,48.4176201671955,Inconnue,Observé,Matières dangereuses,Inconnue,Actuel,aucune
2012/02/09 17:00:00,93055,Labrecque,-71.5123042372659,48.6722230432504,Inconnue,Observé,Matières dangereuses,Inconnue,Actuel,aucune
2014/03/24 22:00:00,93908,Belle-Rivière,-71.6446687254503,48.2050400019617,Inconnue,Observé,Matières dangereuses,Inconnue,Actuel,aucune
2014/09/05 05:45:00,93075,Sainte-Monique,-71.8552757649798,48.7438262591799,Inconnue,Observé,Matières dangereuses,Modérée,Actuel,aucune
1981/06/23 13:23:00,93012,Métabetchouan--Lac-à-la-Croix,-71.8973838000103,48.3747434300859,Inconnue,Observé,Alimentation publique en eau potable,Inconnue,Actuel,aucune
2014/05/04 10:15:00,94068,Saguenay,-71.5581271613769,48.3755623504952,Immédiate,Observé,Alimentation publique en eau potable,Mineure,Actuel,aucune
2007/04/10 16:04:00,93070,Saint-Henri-de-Taillon,-71.7974998143923,48.623055601576,Immédiate,Observé,Alimentation publique en eau potable,Inconnue,Actuel,date
2015/02/03 09:02:00,01023,Les Îles-de-la-Madeleine,-61.8945775594774,47.3831236343936,Passée,Observé,Tempête hivernale,Mineure,Actuel,aucune
2015/02/04 11:29:16,57005,Chambly,-73.2582266903934,45.4400205436412,Future,Observé,Inondation,Mineure,Actuel,aucune
2015/02/04 11:25:11,57010,Carignan,-73.2520650613776,45.4346864323708,Future,Observé,Inondation,Mineure,Actuel,aucune
2015/02/04 10:47:44,57010,Carignan,-73.2505019284304,45.433154638058,Future,Observé,Inondation,Mineure,Actuel,aucune
2015/02/04 10:37:00,57010,Carignan,-73.24862777895,45.4265299344347,Future,Observé,Inondation,Mineure,Actuel,aucune
2010/08/16 13:07:00,91042,Saint-Félicien,-72.4467903736271,48.6530571488303,Inconnue,Observé,Vent de tempête,Inconnue,Actuel,aucune
2012/07/12 10:39:00,91025,Roberval,-72.2221070889079,48.5178565704643,Prévue,Observé,Vent de tempête,Modérée,Actuel,aucune
2001/07/24 10:55:00,91020,Chambord,-72.0625853689669,48.4299449650967,Inconnue,Observé,Orage violent,Inconnue,Actuel,localisation
2009/07/05 13:56:00,91050,La Doré,-72.7131422810802,48.689241560017,Passée,Observé,Inondation,Mineure,Actuel,aucune
2000/08/09 14:16:00,91005,Lac-Bouchette,-72.1798494394057,48.2665164596251,Passée,Observé,Orage violent,Mineure,Actuel,localisation
2011/08/12 21:15:00,90012,La Tuque,-74.6320232921916,48.8023812172402,Passée,Observé,Inondation,Mineure,Actuel,aucune
2000/08/08 11:23:00,91010,Saint-André-du-Lac-Saint-Jean,-71.964856618883,48.264924789456,Passée,Observé,Inondation,Mineure,Actuel,aucune
1993/08/09 14:15:00,91042,Saint-Félicien,-72.4463769832731,48.6534041623868,Inconnue,Observé,Orage violent,Inconnue,Actuel,aucune
2010/05/06 15:11:00,91005,Lac-Bouchette,-72.150266367637,48.2502307298717,Inconnue,Observé,Inondation,Inconnue,Actuel,aucune
1999/05/10 09:00:00,91042,Saint-Félicien,-72.2865655009134,48.8030237439746,Inconnue,Observé,Inondation,Inconnue,Actuel,aucune
2011/08/11 15:32:00,91015,Saint-François-de-Sales,-72.2225481602625,48.3183688151866,Inconnue,Observé,Inondation,Inconnue,Actuel,aucune
2004/05/03 08:00:00,91035,Saint-Prime,-72.3353966295636,48.6001557268702,Inconnue,Observé,Inondation,Inconnue,Actuel,aucune
2014/05/27 15:54:00,91005,Lac-Bouchette,-72.2446800444541,48.1148941167659,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2011/04/18 16:04:00,91025,Roberval,-72.2685838911905,48.5378975527721,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2008/06/04 11:48:00,91042,Saint-Félicien,-72.4643759049617,48.6832791368373,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2013/05/15 11:52:00,91042,Saint-Félicien,-72.4650625504697,48.6841008047237,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2013/05/15 11:55:00,91042,Saint-Félicien,-72.4638678985659,48.6830688263378,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2013/05/15 13:13:00,91042,Saint-Félicien,-72.4597441692924,48.6771455299877,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
1995/05/31 13:17:00,91042,Saint-Félicien,-72.4483716030717,48.6680485134812,Immédiate,Observé,Mouvement de terrain,Importante,Actuel,aucune
2000/10/24 13:39:00,91042,Saint-Félicien,-72.4494171331228,48.6687171273825,Future,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2006/10/17 14:16:00,91042,Saint-Félicien,-72.469217975049,48.6837995283892,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2015/02/10 20:00:00,58227,Longueuil,-73.519461504967,45.5345692928861,Passée,Observé,Autre,Mineure,Actuel,aucune
2015/02/12 14:30:00,89008,Val-d'Or,-77.7848903023101,48.1049088850117,Passée,Observé,Matières dangereuses,Mineure,Actuel,aucune
2015/02/13 00:00:00,42088,Windsor,-71.9968942749699,45.571748737065,Prévue,Observé,Alimentation publique en eau potable,Mineure,Actuel,aucune
2009/08/01 16:22:00,50085,La Visitation-de-Yamaska,-72.5993601182519,46.1258195355807,Passée,Observé,Mouvement de terrain,Mineure,Actuel,date
1993/05/03 16:57:00,50085,La Visitation-de-Yamaska,-72.5646652473585,46.1130184543898,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
2015/02/16 09:26:00,02005,Percé,-64.2666033541746,48.6609058467856,Passée,Observé,Tempête hivernale,Mineure,Actuel,aucune
2011/08/23 11:47:00,91042,Saint-Félicien,-72.4907814966012,48.6845790266341,Passée,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2010/05/13 13:40:00,91042,Saint-Félicien,-72.4395342631262,48.648347776046,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2011/09/28 14:04:00,91035,Saint-Prime,-72.3473521037193,48.5485307777351,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2000/06/08 14:45:00,91020,Chambord,-71.9666643479416,48.4188392710826,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
1996/06/20 11:20:00,94930,Mont-Valin,-71.2126932837426,50.1305634030761,Inconnue,Observé,Feu de forêt,Inconnue,Actuel,aucune
2005/08/07 16:40:00,91030,Sainte-Hedwidge,-72.4943629688093,48.3695128503759,Inconnue,Observé,Feu de forêt,Inconnue,Actuel,aucune
1994/10/13 10:07:00,91025,Roberval,-72.2688253804752,48.5258128381981,Inconnue,Observé,Écrasement d'avion,Inconnue,Actuel,aucune
2011/12/19 14:02:00,91020,Chambord,-72.0591127326447,48.4213578498857,Inconnue,Observé,Accident ferroviaire,Inconnue,Actuel,aucune
2005/02/03 11:40:00,91030,Sainte-Hedwidge,-72.3614021325997,48.4809539683775,Inconnue,Observé,Matières dangereuses,Inconnue,Actuel,aucune
2004/08/13 12:56:00,91042,Saint-Félicien,-72.4907791020708,48.6843617621218,Inconnue,Observé,Matières dangereuses,Inconnue,Actuel,aucune
2011/12/15 20:13:00,91035,Saint-Prime,-72.3284110526709,48.58965287983,Inconnue,Observé,Matières dangereuses,Inconnue,Actuel,aucune
1995/06/21 00:40:00,91050,La Doré,-72.709953704833,48.8054796828489,Inconnue,Observé,Accident ferroviaire,Inconnue,Actuel,aucune
2014/05/20 14:27:00,91015,Saint-François-de-Sales,-72.1054056841168,48.3474529139666,Inconnue,Observé,Alimentation publique en eau potable,Inconnue,Actuel,aucune
1985/01/28 15:42:00,91035,Saint-Prime,-72.3332073244953,48.5934444239721,Inconnue,Observé,Alimentation publique en eau potable,Inconnue,Actuel,aucune
1995/06/27 13:00:00,99020,Chapais,-74.8580136606206,49.7724786753927,Inconnue,Observé,Feu de forêt,Inconnue,Actuel,aucune
1995/08/11 17:00:00,91902,Lac-Ashuapmushuan,-73.6114584619699,49.1556427849328,Inconnue,Observé,Feu de forêt,Mineure,Actuel,aucune
1996/06/13 09:37:00,99804,Mistissini,-73.8833646597957,50.4167000168124,Inconnue,Observé,Feu de forêt,Inconnue,Actuel,aucune
2005/06/01 08:30:00,99025,Chibougamau,-74.4238507867124,49.830087109274,Inconnue,Observé,Feu de forêt,Inconnue,Actuel,aucune
2010/01/15 03:10:00,99025,Chibougamau,-74.3674150843711,49.9135609653905,Inconnue,Observé,Panne de télécommunication,Inconnue,Actuel,aucune
2010/03/11 00:00:00,99025,Chibougamau,-74.3691365347293,49.9137214603614,Inconnue,Observé,Panne de télécommunication,Inconnue,Actuel,aucune
2006/07/26 10:10:00,35005,Notre-Dame-de-Montauban,-72.2871409320724,46.9341871783963,Passée,Observé,Mouvement de terrain,Mineure,Actuel,date
2004/03/12 10:22:00,35005,Notre-Dame-de-Montauban,-72.3065167747872,46.8802781622023,Passée,Observé,Mouvement de terrain,Normale,Actuel,aucune
2014/04/23 11:24:00,37235,Notre-Dame-du-Mont-Carmel,-72.7347572126026,46.4780715024285,Passée,Observé,Mouvement de terrain,Normale,Actuel,aucune
2009/04/12 11:53:00,37235,Notre-Dame-du-Mont-Carmel,-72.7123067201768,46.4634012165587,Passée,Observé,Mouvement de terrain,Normale,Actuel,date
2009/05/06 13:12:00,37235,Notre-Dame-du-Mont-Carmel,-72.7117869591916,46.4637165905198,Passée,Observé,Mouvement de terrain,Normale,Actuel,date
2005/06/14 13:55:00,37235,Notre-Dame-du-Mont-Carmel,-72.7333479848862,46.4777926894152,Passée,Observé,Mouvement de terrain,Mineure,Actuel,date
2007/07/10 14:19:00,32033,Princeville,-71.9766227390796,46.2411637903721,Passée,Observé,Mouvement de terrain,Mineure,Actuel,date
2015/02/19 07:00:00,58227,Longueuil,-73.476495031864,45.5752604865248,Passée,Observé,Alimentation publique en eau potable,Mineure,Actuel,aucune
2015/02/18 14:00:00,98030,Aguanish,-62.3837139613086,50.2923572747767,Prévue,Observé,Tempête hivernale,Mineure,Actuel,aucune
2010/05/19 16:06:00,35015,Saint-Adelphe,-72.4324994732873,46.7236738437709,Passée,Observé,Mouvement de terrain,Mineure,Actuel,date
2015/02/20 20:00:00,85005,Témiscaming,-79.065151615974,46.725314873659,Passée,Observé,Panne de télécommunication,Mineure,Actuel,aucune
2015/02/22 20:00:00,42040,Bonsecours,-72.2922615328211,45.4038196130561,Passée,Observé,Alimentation publique en eau potable,Mineure,Actuel,aucune
2011/07/22 21:00:00,92045,Saint-Thomas-Didyme,-72.7385811491995,48.9930583324798,Inconnue,Observé,Orage violent,Modérée,Actuel,aucune
2011/08/06 15:00:00,93080,Saint-Ludger-de-Milot,-71.8206013777822,48.8964769434332,Inconnue,Observé,Tornade,Inconnue,Actuel,aucune
2015/02/26 10:04:00,10043,Rimouski,-68.5855364138024,48.4306093367262,Passée,Observé,Autre,Normale,Actuel,aucune
1996/07/20 11:49:00,92022,Dolbeau-Mistassini,-72.2165696304223,48.8850185719292,Inconnue,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2010/12/04 12:00:00,92030,Albanel,-72.3314403679102,48.944633317216,Inconnue,Observé,Inondation,Mineure,Actuel,aucune
1999/05/04 13:52:00,92022,Dolbeau-Mistassini,-72.2033669817287,48.9158281087554,Inconnue,Observé,Inondation,Inconnue,Actuel,aucune
1983/05/02 09:00:00,92055,Girardville,-72.5899742685184,49.1019721123446,Inconnue,Observé,Inondation,Inconnue,Actuel,aucune
2011/05/17 13:31:00,35015,Saint-Adelphe,-72.4406924344866,46.7552846460579,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
2008/06/30 14:26:00,35015,Saint-Adelphe,-72.4161808022051,46.6997941783946,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
2008/06/20 15:07:00,37205,Sainte-Anne-de-la-Pérade,-72.2089692466407,46.5792339622258,Passée,Observé,Mouvement de terrain,Mineure,Actuel,date
2013/04/11 15:37:00,37205,Sainte-Anne-de-la-Pérade,-72.2309530607137,46.5893613667548,Future,Observé,Mouvement de terrain,Importante,Actuel,aucune
2011/09/19 16:14:00,37215,Sainte-Geneviève-de-Batiscan,-72.3760158554537,46.5403836712699,Passée,Observé,Mouvement de terrain,Mineure,Actuel,date
2008/04/22 16:38:00,37215,Sainte-Geneviève-de-Batiscan,-72.3637352236025,46.5426430549186,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
2015/03/02 10:55:00,97007,Sept-Îles,-66.1911339534463,50.3474358639546,Immédiate,Observé,Accident ferroviaire,Modérée,Actuel,aucune
2011/08/29 12:57:00,95005,Tadoussac,-69.7138847242448,48.142264837344,Inconnue,Observé,Géomorphologique (ex. érosion),Inconnue,Actuel,aucune
2003/04/05 16:45:00,95018,Les Bergeronnes,-69.521584854694,48.2391905795241,Prévue,Observé,Géomorphologique (ex. érosion),Inconnue,Actuel,localisation
2005/08/31 13:57:00,95018,Les Bergeronnes,-69.521744320649,48.2388843238614,Passée,Observé,Géomorphologique (ex. érosion),Mineure,Actuel,aucune
2005/08/31 14:12:00,95018,Les Bergeronnes,-69.5283070944929,48.2950089140841,Passée,Observé,Inondation,Mineure,Actuel,aucune
2005/07/19 15:23:00,95018,Les Bergeronnes,-69.5247499483375,48.2372111091654,Passée,Observé,Géomorphologique (ex. érosion),Inconnue,Actuel,aucune
2006/05/02 15:37:00,95018,Les Bergeronnes,-69.5239887926109,48.2376847447638,Passée,Observé,Géomorphologique (ex. érosion),Inconnue,Actuel,aucune
2006/05/02 15:44:00,95018,Les Bergeronnes,-69.5235196732543,48.2378971617856,Passée,Observé,Géomorphologique (ex. érosion),Inconnue,Actuel,aucune
2005/08/31 10:31:00,95010,Sacré-Coeur,-69.8720628774057,48.220406974249,Passée,Observé,Mouvement de terrain,Modérée,Actuel,aucune
2005/08/31 10:36:00,95010,Sacré-Coeur,-69.8720896994957,48.2202157577099,Prévue,Observé,Mouvement de terrain,Modérée,Actuel,aucune
2005/08/31 10:53:00,95010,Sacré-Coeur,-69.8716122662914,48.2203051113217,Passée,Observé,Mouvement de terrain,Normale,Actuel,aucune
2011/04/28 11:02:00,95010,Sacré-Coeur,-69.8711723840133,48.2204570121035,Passée,Observé,Mouvement de terrain,Normale,Actuel,aucune
2005/08/31 14:13:00,95025,Les Escoumins,-69.3979929731937,48.3573852870094,Passée,Observé,Géomorphologique (ex. érosion),Normale,Actuel,aucune
2005/05/06 15:18:00,95025,Les Escoumins,-69.3653676543711,48.3765734997049,Passée,Observé,Mouvement de terrain,Modérée,Actuel,aucune
2005/08/31 15:23:00,95025,Les Escoumins,-69.3635705743317,48.3778811837798,Passée,Observé,Mouvement de terrain,Importante,Actuel,aucune
2011/08/29 15:53:00,95025,Les Escoumins,-69.4404935451267,48.3386754604568,Passée,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
2005/05/01 13:27:00,95025,Les Escoumins,-69.3575696447906,48.3821803697518,Passée,Observé,Mouvement de terrain,Importante,Actuel,aucune
2005/05/01 14:17:00,95025,Les Escoumins,-69.3374405507655,48.406504499703,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
2005/05/01 14:56:00,95025,Les Escoumins,-69.3861494358131,48.370668154619,Passée,Observé,Mouvement de terrain,Normale,Actuel,aucune
1999/07/07 15:11:00,95025,Les Escoumins,-69.3901039668549,48.3677470443479,Inconnue,Observé,Mouvement de terrain,Mineure,Actuel,aucune
2005/08/31 15:43:00,95025,Les Escoumins,-69.3906254258455,48.3667613618935,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
2005/08/31 16:15:00,95025,Les Escoumins,-69.3901887966932,48.3670735587908,Passée,Observé,Mouvement de terrain,Mineure,Actuel,aucune
